Allocations for Section 18004(a)(1) of the CARES Act,,,
,,,
OPEID,School,Total Allocation ($),"Minimum Allocation to
be Awarded for
Emergency Financial Aid
Grants to Students ($)"
953000,Gerber Akron Beauty School,"104,975.00","52,488.00"
4185900,Elite School Of Cosmetology,"104,805.00","52,403.00"
2272900,Rockland County Boces Adult Education,"104,744.00","52,372.00"
951500,J. Michael Harrold Beauty Academy,"104,382.00","52,191.00"
3491400,American Advanced Technicians Institute,"104,373.00","52,187.00"
1109800,Flint Institute Of Barbering,"104,198.00","52,099.00"
405400,Hebrew Union College - Jewish Institute Of Religion,"104,168.00","52,084.00"
3009400,Nuvani Institute,"104,127.00","52,064.00"
4272800,Independent Training & Apprenticeship Program,"104,035.00","52,018.00"
4272100,Princess Institute Of Beauty,"103,999.00","52,000.00"
2560600,Pinnacle Institute Of Cosmetology,"103,889.00","51,945.00"
4112300,Louisiana Culinary Institute,"103,694.00","51,847.00"
2223300,Magdalen College,"103,591.00","51,796.00"
3032400,Kc'S School Of Hair Design,"103,552.00","51,776.00"
1249600,Evergreen Beauty And Barber College,"103,456.00","51,728.00"
4209800,Hinton Barber And Beauty College,"103,446.00","51,723.00"
2545200,Chief Dull Knife College,"103,368.00","51,684.00"
4156000,Academy Of Cosmetology & Esthetics Nyc (The),"102,983.00","51,492.00"
2324400,Allstate Hairstyling & Barber College,"102,790.00","51,395.00"
3519300,Missouri College Of Cosmetology North,"102,704.00","51,352.00"
3043100,Thomas More College Of Liberal Arts,"102,524.00","51,262.00"
2251600,Academy Of Hair Design #6,"102,117.00","51,059.00"
4258000,Seattle Film Institute,"101,834.00","50,917.00"
3583300,Ohio Institute Of Allied Health,"101,503.00","50,752.00"
2352500,Cloyd'S Beauty School #3,"101,047.00","50,524.00"
3098000,St. John'S College,"100,955.00","50,478.00"
4245400,Infinity College,"100,915.00","50,458.00"
4264800,J'S Barber College,"100,902.00","50,451.00"
4166800,Summit Salon Academy,"100,760.00","50,380.00"
2363800,Yeshiva Gedolah Of Greater Detroit,"100,742.00","50,371.00"
2520300,Interior Designers Institute,"100,622.00","50,311.00"
4014400,Palladium Technical Academy,"100,425.00","50,213.00"
3116200,Dayton Barber College,"100,249.00","50,125.00"
2232500,Union County Vocational Technical Schools,"100,104.00","50,052.00"
2603700,Oregon College Of Oriental Medicine,"100,095.00","50,048.00"
717800,Western Seminary,"100,084.00","50,042.00"
485500,Davis College,"99,923.00","49,962.00"
650700,Trinity Health System School Of Nursing,"99,922.00","49,961.00"
2167800,Estes Institute Of Cosmetology Arts & Sciences,"99,744.00","49,872.00"
895900,Clarksburg Beauty Academy & School Of Massage Therapy,"99,727.00","49,864.00"
2284200,New Tyler Barber College,"99,723.00","49,862.00"
4179700,United Beauty College,"99,695.00","49,848.00"
4193800,Shepherds College,"99,604.00","49,802.00"
4224600,Barber School Of Pittsburgh,"99,473.00","49,737.00"
3453400,Shawnee Beauty College,"99,268.00","49,634.00"
4249300,Salon Boutique Academy,"98,873.00","49,437.00"
4176700,Aveda Institute Boise,"98,861.00","49,431.00"
3986300,Aviator College Of Aeronautical Science & Technology,"98,828.00","49,414.00"
4277700,California College Of Barbering And Cosmetology,"98,672.00","49,336.00"
4246100,Nashville Film Institute,"98,653.00","49,327.00"
2222000,American Film Institute Conservatory,"98,640.00","49,320.00"
4262100,My Beauty & Barber College,"98,476.00","49,238.00"
202700,Saint Joseph Seminary College,"98,377.00","49,189.00"
4193100,Alexander Academy,"98,351.00","49,176.00"
2269300,Stevenson Academy Of Hair Design,"98,324.00","49,162.00"
2154400,Beau Monde Academy Of Cosmetology,"98,322.00","49,161.00"
2254000,New England Culinary Institute,"98,063.00","49,032.00"
3832400,Cosmetology School Of Arts And Sciences,"97,960.00","48,980.00"
2154000,Divers Academy Of The Eastern Seaboard,"97,783.00","48,892.00"
4195300,Elevate Salon Institute,"97,669.00","48,835.00"
4125500,Manuel & Theresa'S School Of Hair Design,"97,462.00","48,731.00"
2124000,Orange Ulster Boces School Of Practical Nursing,"97,357.00","48,679.00"
2517100,Sarasota School Of Massage Therapy,"97,165.00","48,583.00"
2619200,Denham Springs Beauty College,"97,153.00","48,577.00"
959000,Summit Salon Academy Kansas City,"97,014.00","48,507.00"
3713300,Beis Medrash Heichal Dovid,"96,883.00","48,442.00"
2236400,"Thanh Le College, School Of Cosmetology","96,857.00","48,429.00"
3264300,South Florida Bible College And Theological Seminary,"96,848.00","48,424.00"
1274300,Benjamin Franklin Career & Technical  Center,"96,740.00","48,370.00"
339300,Westminster Theological Seminary,"96,630.00","48,315.00"
2302800,Mississippi College Of Beauty Culture,"96,624.00","48,312.00"
3374300,Florida Coastal School Of Law,"96,603.00","48,302.00"
3894300,Huntsville Bible College,"96,521.00","48,261.00"
1163100,D'Jay'S Institute Of Cosmetology And Esthiology,"96,315.00","48,158.00"
4205300,Mitsu Sato Hair Academy,"96,274.00","48,137.00"
4256400,San Bernardino Beauty College,"96,223.00","48,112.00"
4124100,Elite College Of Cosmetology,"96,164.00","48,082.00"
4140200,"Mississippi Institute Of Aesthetics, Nails, & Cosmetology","96,122.00","48,061.00"
2140400,St. Joseph Hospital Of Nashua N.H.D/B/A St. Joseph School Of Nursing,"96,027.00","48,014.00"
4129900,Florida School Of Massage,"96,011.00","48,006.00"
2529500,Hamrick School,"95,932.00","47,966.00"
2078800,Collectiv Hair Dressing Academy,"95,923.00","47,962.00"
2511500,"Joffrey Ballet School, American Ballet Center","95,735.00","47,868.00"
4029300,Trendsetters Of Fl. School Of Beauty & Barbering,"95,086.00","47,543.00"
4219000,Iglobal University,"95,038.00","47,519.00"
947500,Educators Of Beauty College Of Cosmetology,"94,989.00","47,495.00"
4237200,Montefiore School Of Nursing,"94,873.00","47,437.00"
2587700,Hair Professionals Career College,"94,467.00","47,234.00"
2159100,Appalachian Beauty School,"94,425.00","47,213.00"
4234600,Park Place Premier Barber School,"94,356.00","47,178.00"
3995300,University Of East-West Medicine,"94,275.00","47,138.00"
3814300,Turning Point Beauty College,"94,238.00","47,119.00"
3822300,Paul Mitchell The School - Madison,"94,232.00","47,116.00"
3082100,Myotherapy College Of Utah,"94,214.00","47,107.00"
2153600,Broome Delaware Tioga Boces Program Of Practical Nursing,"94,163.00","47,082.00"
527900,Greater Lowell Regional Vocational Technical School,"94,030.00","47,015.00"
2349500,Cannella School Of Hair Design,"93,948.00","46,974.00"
3403300,Epic Bible College,"93,800.00","46,900.00"
3052000,Meredith Manor International Equestrian Centre,"93,719.00","46,860.00"
1290400,Monongalia County Technical Education Center (Mtec),"93,681.00","46,841.00"
4246900,Piberry Institute,"93,447.00","46,724.00"
3203300,New York Institute Of Massage,"93,376.00","46,688.00"
1081300,American Academy Mcallister Institute,"93,366.00","46,683.00"
4254900,Cincinnati School Of Barbering & Hair Design,"93,183.00","46,592.00"
1064100,Southern Westchester Boces,"92,799.00","46,400.00"
4165500,Acaydia Spa And School Of Aesthetics,"92,748.00","46,374.00"
3611300,Brighton Center'S Center For Employment Training,"92,638.00","46,319.00"
4117700,"Monroe 2 - Orleans Boces, Center For Workforce Development","92,085.00","46,043.00"
3570400,English Center (The),"91,968.00","45,984.00"
2578400,Maryland University Of Integrative Health,"91,890.00","45,945.00"
4261500,Mechon L'Hoyroa,"91,885.00","45,943.00"
4263000,Harmony Health Care Institute,"91,855.00","45,928.00"
4132600,Paul Mitchell The School - Lincoln,"91,829.00","45,915.00"
639200,Research Medical Center,"91,737.00","45,869.00"
4267500,International Barber College,"91,467.00","45,734.00"
655100,St Margaret Memorial Hospital School Of Nursing,"91,302.00","45,651.00"
4232300,Hvac Technical Institute,"90,904.00","45,452.00"
411700,Grady Health System,"90,793.00","45,397.00"
4144400,Academy Of Hair Design (The),"90,375.00","45,188.00"
2520800,Merrell University Of Beauty Arts & Science,"90,177.00","45,089.00"
4211000,Salon Professional Academy (The),"90,139.00","45,070.00"
2061000,Venus Beauty Academy,"89,682.00","44,841.00"
2126300,Madison Oneida Boces Practical Nursing Program,"89,648.00","44,824.00"
4134000,"John Paolo'S Xtreme Beauty Institute, Goldwell Products Artistry","89,593.00","44,797.00"
791600,Franklin County Career And Technology Center,"89,503.00","44,752.00"
3962300,American Institute Of Massage Therapy,"89,422.00","44,711.00"
4217500,J D Academy Of Salon And Spa,"89,296.00","44,648.00"
928300,Midway Paris Beauty School,"89,208.00","44,604.00"
2275800,Mr. Leon'S School Of Hair Design,"89,201.00","44,601.00"
2327800,Pineville Beauty School,"89,065.00","44,533.00"
738800,Long Island Beauty School,"88,800.00","44,400.00"
4181600,Integrity College Of Health,"88,763.00","44,382.00"
2314000,Elevate Salon Institute,"88,720.00","44,360.00"
470700,Covenant Theological Seminary,"88,666.00","44,333.00"
4264600,Hogan Institute Of Cosmetology And Esthetics,"88,626.00","44,313.00"
4251700,Hope College Of Arts And Sciences,"88,555.00","44,278.00"
4248400,Academy Of Interactive Entertainment,"88,545.00","44,273.00"
4270100,Delta Designs Cosmetology School,"88,170.00","44,085.00"
3293300,Strand College Of Hair Design,"87,957.00","43,979.00"
2169600,Clearfield County Career And Technology Center,"87,950.00","43,975.00"
4142500,Touro University Worldwide,"87,768.00","43,884.00"
3922300,South Texas Barber College,"87,713.00","43,857.00"
1292900,South Hills Beauty Academy,"87,671.00","43,836.00"
4223400,Interamerican Technical Institute,"87,212.00","43,606.00"
4255400,Regan Career Institute,"87,162.00","43,581.00"
2600500,Wes Watkins Technology Center School District #25,"87,161.00","43,581.00"
3916300,Eclips School Of Cosmetology And Barbering,"87,102.00","43,551.00"
4276100,Champion Christian College,"87,078.00","43,539.00"
4219100,Alexander Paul Institute Of Hair Design,"86,901.00","43,451.00"
4264400,Yeshiva Gedolah Tiferes Boruch,"86,883.00","43,442.00"
3185300,Phagans' Grants Pass College Of Beauty,"86,854.00","43,427.00"
644300,Cochran School Of Nursing Saint John'S Riverside Hosp,"86,672.00","43,336.00"
2073200,Telshe Yeshiva-Chicago,"86,628.00","43,314.00"
325100,Curtis Institute Of Music,"86,460.00","43,230.00"
959500,Cannella School Of Hair Design,"86,227.00","43,114.00"
500800,Mountain State College,"86,177.00","43,089.00"
4260400,Cutting Edge Academy,"85,930.00","42,965.00"
2600000,"Northwest Technology Center, School District 10","85,786.00","42,893.00"
4167300,Salon Professional Academy (The),"85,687.00","42,844.00"
2050300,Academy College,"85,565.00","42,783.00"
4252000,Yeshiva Gedolah Shaarei Shmuel,"85,372.00","42,686.00"
2552400,Academy Of Hair Technology,"85,165.00","42,583.00"
4240700,Image Maker Beauty Institute,"85,137.00","42,569.00"
552300,Blue Hills Regional Technical School,"84,964.00","42,482.00"
2267100,Exposito School Of Hair Design,"84,964.00","42,482.00"
2214500,Salem College Of Hairstyling,"84,962.00","42,481.00"
3072600,Dci Career Institute,"84,945.00","42,473.00"
4212100,Academy Of Salon Professionals,"84,787.00","42,394.00"
3429300,Seacoast Career Schools,"84,741.00","42,371.00"
3443300,New York College Of Traditional Chinese Medicine,"84,673.00","42,337.00"
1220300,St. Peter'S Hospital College Of Nursing,"84,543.00","42,272.00"
4249800,Dolce Llc The Academy,"84,286.00","42,143.00"
3367300,Professional Golfers Career College,"84,229.00","42,115.00"
3457300,Allegheny Wesleyan College,"83,992.00","41,996.00"
4229700,First Coast Barber Academy,"83,945.00","41,973.00"
3772300,Saginaw Chippewa Tribal College,"83,912.00","41,956.00"
2553700,Nueta Hidatsa Sahnish College,"83,694.00","41,847.00"
3876300,Culpeper Cosmetology Training Center,"83,682.00","41,841.00"
3082900,Rosel School Of Cosmetology,"83,474.00","41,737.00"
4209200,South Dade Technical College-South Dade Skills Center Campus,"83,362.00","41,681.00"
3740400,Ati College,"83,260.00","41,630.00"
1234800,Phagans' Beauty College,"83,228.00","41,614.00"
2536400,Louisiana Academy Of Beauty,"83,167.00","41,584.00"
2573100,Evans Hairstyling College Of Cedar City,"83,133.00","41,567.00"
4273500,Winonah'S International School Of Cosmetology,"82,925.00","41,463.00"
843700,Clinton-Essex-Warren-Washington Boces,"82,722.00","41,361.00"
4243500,Barber Tech Academy,"82,720.00","41,360.00"
2230900,Fredrick And Charles Beauty College,"82,451.00","41,226.00"
2220000,Colleen O'Hara'S Beauty Academy,"82,427.00","41,214.00"
1171500,Joseph F. Mccloskey School Of Nursing At Schuylkill Health,"82,249.00","41,125.00"
4242300,Dalton Institute Of Esthetics And Cosmetology,"82,217.00","41,109.00"
1191900,Beaver Falls Beauty Academy,"82,135.00","41,068.00"
2169900,Assabet Valley Regional Vocational School,"82,100.00","41,050.00"
4174200,All Beauty College,"82,062.00","41,031.00"
2609000,Emperor'S College Of Traditional Oriental Medicine,"82,054.00","41,027.00"
1074100,Academy Of Salon And Spa,"81,774.00","40,887.00"
4204300,"Aesthetic Science Institute, Llc (The)","81,723.00","40,862.00"
3007100,Hot Springs Beauty College,"81,480.00","40,740.00"
551900,Diman Regional Vocational Technical Institute,"81,241.00","40,621.00"
4152700,Astrodome Career Centers,"81,224.00","40,612.00"
4233900,Atlantis University,"80,885.00","40,443.00"
312200,United Theological Seminary,"80,709.00","40,355.00"
3061200,Midwest College Of Oriental Medicine,"80,513.00","40,257.00"
1202000,Victoria Beauty College,"79,984.00","39,992.00"
4158800,Theatre Of Arts,"79,898.00","39,949.00"
643500,Arnot Ogden Medical Center,"79,464.00","39,732.00"
4262200,Elyon College,"79,445.00","39,723.00"
4239500,Virginia University Of Integrative Medicine,"79,436.00","39,718.00"
2058600,Bk Cosmo College Of Cosmetology,"79,091.00","39,546.00"
4132400,Academy Of Esthetics And Cosmetology,"79,073.00","39,537.00"
745900,Paier College Of Art,"78,906.00","39,453.00"
644800,"Ellis Medicine, The Belanger School Of Nursing","78,739.00","39,370.00"
2211600,Paul Mitchell The School Portsmouth,"78,689.00","39,345.00"
2601100,Opelousas School Of Cosmetology,"78,578.00","39,289.00"
4262900,Western Michigan University Homer Stryker M.D. School Of Medicine,"78,563.00","39,282.00"
4268300,Rexburg College Of Massage Therapy,"78,561.00","39,281.00"
3757300,Advance Science International College,"78,324.00","39,162.00"
4144000,Fairfax University Of America,"78,295.00","39,148.00"
3316400,Fine Mortuary College,"78,045.00","39,023.00"
4255500,Alabama School Of Nail Technology & Cosmetology,"77,735.00","38,868.00"
4267700,Esthetic Institute (The),"77,722.00","38,861.00"
2550800,Nebraska Indian Community College,"77,576.00","38,788.00"
4250200,Focus Personal Training Institute,"77,434.00","38,717.00"
363500,Texas Chiropractic College,"77,399.00","38,700.00"
2304800,Pj'S College Of Cosmetology,"77,190.00","38,595.00"
790000,Butte Academy Of Beauty Culture,"77,189.00","38,595.00"
2173900,Ulster County Boces School Of Practical Nursing,"76,934.00","38,467.00"
3117000,Ashland County - West Holmes Career Center - Adult Education,"76,818.00","38,409.00"
4256100,Indiana College Of Sports & Medical Massage,"76,551.00","38,276.00"
2171900,Ailey School (The),"76,403.00","38,202.00"
3054100,Royale College Of Beauty And Barbering,"76,241.00","38,121.00"
1244600,Universal College Of Beauty,"76,226.00","38,113.00"
2312000,Bergen County Technical Schools,"76,107.00","38,054.00"
2526100,Jenny Lea Academy Of Cosmetology,"76,044.00","38,022.00"
2188900,Hobe Sound Bible College,"75,745.00","37,873.00"
658200,Washington Hospital (The),"75,704.00","37,852.00"
4179800,Sotheby'S Institute Of Art - Ny,"75,653.00","37,827.00"
4244100,Construction Training Center,"75,525.00","37,763.00"
2285700,Bayshire Beauty Academy,"75,520.00","37,760.00"
2497500,Clinton Technical School,"75,280.00","37,640.00"
4168800,Abc Beauty Academy,"75,257.00","37,629.00"
4209500,Shear Finesse Beauty Academy,"75,116.00","37,558.00"
3829500,Skinworks School Of Advanced Skincare,"74,698.00","37,349.00"
3691400,Ave Maria School Of Law,"74,489.00","37,245.00"
231300,Sacred Heart Major Seminary,"74,193.00","37,097.00"
2521800,Seguin Beauty School,"74,070.00","37,035.00"
4178500,Vogue College Of Cosmetology,"74,042.00","37,021.00"
2280500,Charles Of Italy Beauty College,"74,036.00","37,018.00"
235700,Luther Seminary,"74,012.00","37,006.00"
2524500,Ralph R Willis Career And Technical Center,"73,861.00","36,931.00"
243500,Southeastern Baptist College,"73,845.00","36,923.00"
4216100,Yeshiva Yesodei Hatorah,"73,641.00","36,821.00"
